DATAYEAR,QUARTER,MONTH,COUNTRY,OU Site Identifier,Site Name,Count,Overall Satisfaction,Treated Like a Guest,Clean and Bright,Everything Works,Quick and Easy,Staff Suggestion Satisfaction,Likelihood to Return,NPS,Likelihood to Recommend
2017,2,6,Uganda,10045316,Shell Ankole,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045287,Shell Bugolobi,6,66.7%,66.7%,50.0%,66.7%,75.0%,100.0%,100.0%,50.0%,66.7%
2017,2,6,Uganda,10057187,Shell Bugwere Road,2,100.0%,50.0%,50.0%,100.0%,50.0%,50.0%,100.0%,100.0%,50.0%
2017,2,6,Uganda,10045192,Shell Bukesa,6,83.3%,100.0%,50.0%,100.0%,91.7%,100.0%,83.3%,66.7%,66.7%
2017,2,6,Uganda,1500004,Shell Bulenga,34,61.8%,64.7%,61.8%,64.7%,61.8%,45.0%,82.4%,76.5%,82.4%
2017,2,6,Uganda,10045227,Shell Busega,3,66.7%,66.7%,66.7%,66.7%,66.7%,100.0%,66.7%,33.3%,66.7%
2017,2,6,Uganda,10045238,Shell Bushenyi,11,45.5%,81.8%,81.8%,72.7%,59.1%,50.0%,90.9%,100.0%,81.8%
2017,2,6,Uganda,10090741,Shell Bweyale,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045254,Shell Capital,2,50.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,50.0%,50.0%
2017,2,6,Uganda,10057194,Shell Cathedral Avenue,7,71.4%,71.4%,42.9%,57.1%,50.0%,28.6%,85.7%,85.7%,85.7%
2017,2,6,Uganda,10056417,Shell City Square,4,50.0%,50.0%,75.0%,50.0%,75.0%,100.0%,100.0%,100.0%,75.0%
2017,2,6,Uganda,10045288,Shell Elgon - Annex,1,100.0%,0.0%,0.0%,0.0%,50.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045195,Shell Entebbe,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045190,Shell Fort Portal,3,66.7%,33.3%,100.0%,33.3%,33.3%,33.3%,66.7%,33.3%,33.3%
2017,2,6,Uganda,10045225,Shell Gayaza,3,100.0%,100.0%,66.7%,100.0%,66.7%,66.7%,66.7%,100.0%,100.0%
2017,2,6,Uganda,10045312,Shell Gulu,3,33.3%,66.7%,33.3%,33.3%,66.7%,N/A,33.3%,100.0%,100.0%
2017,2,6,Uganda,10045261,Shell Gulu Highway,2,50.0%,50.0%,0.0%,50.0%,25.0%,100.0%,100.0%,0.0%,0.0%
2017,2,6,Uganda,700038,Shell Hima,1,100.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045222,Shell Iganga,6,66.7%,66.7%,83.3%,66.7%,66.7%,66.7%,50.0%,83.3%,33.3%
2017,2,6,Uganda,10090742,Shell Ishaka,6,83.3%,100.0%,80.0%,80.0%,80.0%,60.0%,83.3%,66.7%,66.7%
2017,2,6,Uganda,10045277,Shell Jinja Road,2,100.0%,100.0%,50.0%,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045276,Shell Kaazi,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045294,Shell Kabalagala,3,33.3%,66.7%,66.7%,66.7%,66.7%,33.3%,66.7%,33.3%,33.3%
2017,2,6,Uganda,10045199,Shell Kabarole,2,100.0%,50.0%,100.0%,50.0%,25.0%,100.0%,100.0%,50.0%,50.0%
2017,2,6,Uganda,10090566,Shell Kabwohe,6,83.3%,66.7%,83.3%,66.7%,83.3%,40.0%,100.0%,83.3%,83.3%
2017,2,6,Uganda,10089938,Shell Kajjansi,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045229,Shell Kalerwe,1,100.0%,100.0%,100.0%,0.0%,100.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Uganda,1500005,Shell Kanyanya,2,100.0%,100.0%,50.0%,50.0%,75.0%,100.0%,50.0%,100.0%,50.0%
2017,2,6,Uganda,1500000,Shell Kasangati,9,77.8%,88.9%,77.8%,77.8%,77.8%,66.7%,77.8%,100.0%,77.8%
2017,2,6,Uganda,10045252,Shell Kasese,12,75.0%,83.3%,58.3%,45.5%,72.7%,40.0%,91.7%,83.3%,83.3%
2017,2,6,Uganda,10045230,Shell Katwe,19,47.4%,78.9%,47.4%,52.6%,55.3%,57.1%,78.9%,78.9%,47.4%
2017,2,6,Uganda,10045281,Shell Kawempe,5,60.0%,60.0%,60.0%,0.0%,30.0%,0.0%,60.0%,100.0%,80.0%
2017,2,6,Uganda,10045309,Shell Kayunga,1,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045308,Shell Kiboga,1,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045255,Shell Kibuli,2,100.0%,100.0%,50.0%,50.0%,50.0%,50.0%,50.0%,100.0%,0.0%
2017,2,6,Uganda,10045307,Shell Kibuye,3,33.3%,66.7%,66.7%,66.7%,33.3%,0.0%,100.0%,100.0%,66.7%
2017,2,6,Uganda,10045203,Shell Kigezi,3,100.0%,100.0%,66.7%,100.0%,83.3%,100.0%,100.0%,100.0%,33.3%
2017,2,6,Uganda,10045319,Shell Kiira,10,90.0%,100.0%,90.0%,90.0%,100.0%,75.0%,90.0%,70.0%,80.0%
2017,2,6,Uganda,10045204,Shell Kira Road,19,42.1%,68.4%,63.2%,52.6%,63.2%,42.9%,68.4%,63.2%,63.2%
2017,2,6,Uganda,10045205,Shell Kireka,1,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
2017,2,6,Uganda,1500003,Shell Kitende,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045228,Shell Kitoro,2,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%
2017,2,6,Uganda,10045306,Shell Kitovu,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045274,Shell Ku Biiri,2,100.0%,100.0%,100.0%,100.0%,75.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045317,Shell Kumi,3,66.7%,66.7%,66.7%,100.0%,83.3%,66.7%,100.0%,100.0%,66.7%
2017,2,6,Uganda,10045292,Shell Kwania Road,1,100.0%,100.0%,0.0%,0.0%,0.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045207,Shell Kyabazinga,3,100.0%,66.7%,100.0%,66.7%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045264,Shell Kyaggwe,5,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045242,Shell Kyenjojo,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%
2017,2,6,Uganda,10045310,Shell Lira,2,50.0%,0.0%,0.0%,100.0%,50.0%,50.0%,100.0%,50.0%,0.0%
2017,2,6,Uganda,10045235,Shell Lira Annex,1,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045295,Shell Lubowa,1,100.0%,100.0%,100.0%,100.0%,100.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045262,Shell Lugogo,5,40.0%,60.0%,80.0%,20.0%,20.0%,20.0%,20.0%,0.0%,40.0%
2017,2,6,Uganda,10045299,Shell Lukaya,5,100.0%,100.0%,60.0%,80.0%,50.0%,25.0%,100.0%,0.0%,40.0%
2017,2,6,Uganda,10090567,Shell Makerere Kikoni,3,33.3%,66.7%,0.0%,66.7%,33.3%,100.0%,100.0%,100.0%,66.7%
2017,2,6,Uganda,10045260,Shell Masindi,4,50.0%,50.0%,75.0%,75.0%,50.0%,N/A,100.0%,75.0%,50.0%
2017,2,6,Uganda,10045244,Shell Masindi Annex,2,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,50.0%,50.0%
2017,2,6,Uganda,10045211,Shell Mbarara,1,100.0%,100.0%,100.0%,100.0%,50.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,700037,Shell Mbiko,4,50.0%,50.0%,25.0%,25.0%,50.0%,0.0%,75.0%,75.0%,50.0%
2017,2,6,Uganda,10045314,Shell Mengo,2,50.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,50.0%
2017,2,6,Uganda,10045213,Shell Mubende,1,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%
2017,2,6,Uganda,10045313,Shell Mubende Highway Station,5,80.0%,80.0%,100.0%,100.0%,70.0%,50.0%,80.0%,100.0%,40.0%
2017,2,6,Uganda,10045214,Shell Mukono,3,33.3%,66.7%,66.7%,33.3%,66.7%,33.3%,66.7%,66.7%,66.7%
2017,2,6,Uganda,10045253,Shell Mulago,6,33.3%,66.7%,33.3%,50.0%,58.3%,40.0%,83.3%,100.0%,100.0%
2017,2,6,Uganda,1500011,Shell Muyenga,1,0.0%,100.0%,100.0%,0.0%,0.0%,N/A,100.0%,100.0%,0.0%
2017,2,6,Uganda,1500010,Shell Najjanankumbi,2,0.0%,100.0%,50.0%,100.0%,50.0%,0.0%,100.0%,0.0%,0.0%
2017,2,6,Uganda,10045217,Shell Namirembe,8,87.5%,75.0%,87.5%,87.5%,75.0%,100.0%,100.0%,87.5%,87.5%
2017,2,6,Uganda,10056419,Shell Nateete Service Station,3,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10089939,Shell Ndeeba,5,80.0%,80.0%,40.0%,80.0%,50.0%,80.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045285,Shell Ntinda,2,50.0%,50.0%,50.0%,50.0%,50.0%,0.0%,100.0%,50.0%,50.0%
2017,2,6,Uganda,10045291,Shell Old Kampala,2,50.0%,100.0%,0.0%,50.0%,25.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045236,Shell Palisa Road,1,0.0%,100.0%,100.0%,0.0%,100.0%,N/A,100.0%,100.0%,100.0%
2017,2,6,Uganda,1500013,Shell Portbell Road,8,87.5%,87.5%,87.5%,87.5%,93.8%,62.5%,100.0%,75.0%,87.5%
2017,2,6,Uganda,10045245,Shell Rukungiri,1,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,100.0%,100.0%
2017,2,6,Uganda,1500007,Shell Sonde,4,25.0%,25.0%,50.0%,0.0%,25.0%,0.0%,25.0%,50.0%,25.0%
2017,2,6,Uganda,10045315,Shell Soroti,1,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10045237,Shell Tororo,2,50.0%,50.0%,50.0%,50.0%,50.0%,0.0%,100.0%,100.0%,100.0%
2017,2,6,Uganda,10056421,Shell Wobulenzi,5,60.0%,80.0%,60.0%,40.0%,50.0%,25.0%,80.0%,80.0%,40.0%
